"No.","Time","Source","Destination","Protocol","Length","Info"
"4817","21.611543428","134.224.218.112","192.168.1.109","UDP","1208","8801  >  55809 Len=1166"
"4818","21.615327489","192.168.1.109","134.224.218.112","UDP","134","52479  >  8801 Len=92"
"4819","21.621414900","134.224.218.112","192.168.1.109","UDP","1208","8801  >  55809 Len=1166"
"4820","21.621415027","134.224.218.112","192.168.1.109","UDP","1208","8801  >  55809 Len=1166"
"4821","21.629968044","134.224.218.112","192.168.1.109","UDP","131","8801  >  52479 Len=89"
"4822","21.630064398","192.168.1.109","134.224.218.112","UDP","1202","55809  >  8801 Len=1160"
"4823","21.630085459","192.168.1.109","134.224.218.112","UDP","1202","55809  >  8801 Len=1160"
"4824","21.630957761","134.224.218.112","192.168.1.109","UDP","1236","8801  >  55809 Len=1194"
"4825","21.630957837","134.224.218.112","192.168.1.109","UDP","1021","8801  >  55809 Len=979"
"4826","21.633730319","192.168.1.109","134.224.218.112","UDP","134","52479  >  8801 Len=92"
"4827","21.641815262","134.224.218.112","192.168.1.109","UDP","1021","8801  >  55809 Len=979"
"4828","21.641815400","134.224.218.112","192.168.1.109","UDP","1021","8801  >  55809 Len=979"
"4829","21.641815422","134.224.218.112","192.168.1.109","UDP","1020","8801  >  55809 Len=978"
"4830","21.641933036","192.168.1.109","134.224.218.112","UDP","1202","55809  >  8801 Len=1160"
"4831","21.641960659","192.168.1.109","134.224.218.112","UDP","1202","55809  >  8801 Len=1160"
"4832","21.650764689","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4833","21.651169008","192.168.1.109","134.224.218.112","UDP","1202","55809  >  8801 Len=1160"
"4834","21.651258802","192.168.1.109","134.224.218.112","UDP","1201","55809  >  8801 Len=1159"
"4835","21.653258295","192.168.1.109","134.224.218.112","UDP","132","52479  >  8801 Len=90"
"4836","21.662835598","134.224.218.112","192.168.1.109","UDP","1207","8801  >  55809 Len=1165"
"4837","21.662984201","192.168.1.109","134.224.218.112","UDP","1201","55809  >  8801 Len=1159"
"4838","21.662997535","192.168.1.109","134.224.218.112","UDP","1201","55809  >  8801 Len=1159"
"4839","21.671146267","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4840","21.671146438","134.224.218.112","192.168.1.109","UDP","131","8801  >  52479 Len=89"
"4841","21.672104233","134.224.218.112","192.168.1.109","UDP","1207","8801  >  55809 Len=1165"
"4842","21.672104323","134.224.218.112","192.168.1.109","UDP","1207","8801  >  55809 Len=1165"
"4843","21.672469086","192.168.1.109","134.224.218.112","UDP","139","52479  >  8801 Len=97"
"4844","21.682392114","134.224.218.112","192.168.1.109","UDP","1207","8801  >  55809 Len=1165"
"4845","21.682392314","134.224.218.112","192.168.1.109","UDP","1207","8801  >  55809 Len=1165"
"4846","21.692301735","134.224.218.112","192.168.1.109","UDP","1234","8801  >  55809 Len=1192"
"4847","21.692301986","134.224.218.112","192.168.1.109","UDP","1241","8801  >  55809 Len=1199"
"4848","21.692457983","192.168.1.109","134.224.218.112","UDP","1182","55809  >  8801 Len=1140"
"4849","21.692485536","192.168.1.109","134.224.218.112","UDP","1181","55809  >  8801 Len=1139"
"4850","21.692811353","192.168.1.109","134.224.218.112","UDP","142","52479  >  8801 Len=100"
"4851","21.702486958","134.224.218.112","192.168.1.109","UDP","1241","8801  >  55809 Len=1199"
"4852","21.702487145","134.224.218.112","192.168.1.109","UDP","1241","8801  >  55809 Len=1199"
"4853","21.702845196","192.168.1.109","134.224.218.112","UDP","1181","55809  >  8801 Len=1139"
"4854","21.702887033","192.168.1.109","134.224.218.112","UDP","1181","55809  >  8801 Len=1139"
"4855","21.711199656","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4856","21.711199882","134.224.218.112","192.168.1.109","UDP","132","8801  >  52479 Len=90"
"4857","21.711368109","192.168.1.109","134.224.218.112","UDP","1181","55809  >  8801 Len=1139"
"4858","21.716133784","192.168.1.109","134.224.218.112","UDP","140","52479  >  8801 Len=98"
"4859","21.733253653","134.224.218.112","192.168.1.109","UDP","1077","8801  >  55809 Len=1035"
"4860","21.733254053","134.224.218.112","192.168.1.109","UDP","1077","8801  >  55809 Len=1035"
